key,admitCity,admitStateCd,admitStateName,checked4Comparison,combinedDegreesStr,favorite,gpaOverallP10,gpaOverallP90,instId,kind,matricTotal,mcatTotalP10,mcatTotalP90,msarYear,notePresent,priApplEarliestDtText,priApplLatestDtText,primaryApplService,publicPrivate,schoolProgramActiveFlag,schoolProgramName,schoolProgramStatus,totalEnrollment,tuitionAndFeesNonres,tuitionAndFeesRes,usMedTuitionNonres,usMedTuitionRes
3773,Brooklyn,NY,New York,False,"Bacc/MD, MD/MPH, MD/PhD, Summer Program",False,3.5,3.94,136,SCHOOL,188.0,30.0,38.0,2016,False,"June 1, 2015","December 1, 2015",AMCAS,Public Institution,,State University of New York Downstate Medical Center College of Medicine,APPROVED_LOCKED,807.0,60789.0,35629.0,,
3808,Syracuse,NY,New York,False,"Bacc/MD, MD/MPH, MD/PhD, Postbaccalaureate, Summer Program",False,3.4,3.95,171,SCHOOL,154.0,28.0,36.0,2016,False,June 2015,"October 15, 2015",AMCAS,Public Institution,,State University of New York Upstate Medical University,APPROVED_LOCKED,647.0,61778.0,36618.0,,
3856,Stony Brook,NY,New York,False,"Bacc/MD, MD/MPH, MD/MBA, MD/PhD, Postbaccalaureate",False,3.5,3.96,805,SCHOOL,128.0,30.0,37.0,2016,False,"June 6, 2015","December 1, 2015",AMCAS,Public Institution,,Stony Brook University School of Medicine,APPROVED_LOCKED,502.0,63991.0,37951.0,,
207,Stony Brook,NY,New York,False,,False,,,127117,JPROG,4.0,,,2016,False,"August 15, 2015","January 15, 2016",,,,Stony Brook University and Stony Brook School of Medicine Scholars for Medicine Program,APPROVED_LOCKED,23.0,21850.0,8430.0,63991.0,37951.0
3809,Philadelphia,PA,Pennsylvania,False,"Bacc/MD, MD/MPH, MD/MBA, MD/PhD, Postbaccalaureate, Summer Program",False,3.46,3.94,172,SCHOOL,232.0,29.0,36.0,2016,False,"June 1, 2015","December 15, 2015",AMCAS,Private Institution,,Temple University School of Medicine,APPROVED_LOCKED,879.0,54298.0,45794.0,,
3872,Bryan,TX,Texas,False,"MD/MPH, MD/MBA, MD/PhD, Summer Program",False,3.42,3.97,823,SCHOOL,200.0,27.0,35.0,2016,False,"May 1, 2015","October 1, 2015, 5:00 P.M. CST",TMDSAS,Public Institution,,Texas A&M Health Science Center College of Medicine,APPROVED_LOCKED,800.0,29532.0,16432.0,,
3884,El Paso,TX,Texas,False,MD/MPH,False,3.46,3.97,839,SCHOOL,104.0,26.0,34.0,2016,False,"May 1, 2014","October 1, 2014",TMDSAS,Public Institution,,Texas Tech University Health Sciences Center Paul L. Foster School of Medicine,APPROVED_LOCKED,358.0,30289.0,17189.0,,
3865,Lubbock,TX,Texas,False,"MD/MPH, MD/MBA, MD/JD, MD/PhD",False,3.39,3.99,814,SCHOOL,181.0,29.0,36.0,2016,False,"May 1, 2015","October 1, 2015",TMDSAS,Public Institution,,Texas Tech University Health Sciences Center School of Medicine,APPROVED_LOCKED,639.0,30145.0,17045.0,,
3864,Greenville,NC,North Carolina,False,"MD/MPH, MD/MBA, MD/PhD, Summer Program",False,3.24,3.95,813,SCHOOL,80.0,26.0,34.0,2016,False,"June 2, 2015","November 1, 2015",AMCAS,Public Institution,,The Brody School of Medicine at East Carolina University,APPROVED_LOCKED,313.0,,18954.0,,
3888,Scranton,PA,Pennsylvania,False,"MD/MPH, Postbaccalaureate",False,3.24,3.91,846,SCHOOL,100.0,27.0,35.0,2016,False,"June 4, 2015","December 15, 2015",AMCAS,Private Institution,,The Commonwealth Medical College,APPROVED_LOCKED,343.0,57528.0,51902.0,,
3797,San Antonio,TX,Texas,False,"Bacc/MD, MD/MPH, MD/PhD",False,3.42,3.98,160,SCHOOL,213.0,28.0,36.0,2016,False,"June 1, 2015","October 1, 2015",TMDSAS,Public Institution,,The University of Texas School of Medicine at San Antonio,APPROVED_LOCKED,864.0,33037.0,18630.0,,
3854,Toledo,OH,Ohio,False,"Bacc/MD, MD/MPH, MD/MBA, MD/JD, MD/PhD, Postbaccalaureate, Summer Program",False,3.42,3.98,803,SCHOOL,176.0,28.0,36.0,2016,False,"June 1, 2015","November 2, 2015",AMCAS,Public Institution,,The University of Toledo College of Medicine,APPROVED_LOCKED,721.0,63508.0,33002.0,,
3843,London,ON,Ontario,False,"MD/PhD, Summer Program",False,,,259,SCHOOL,0.0,,,2016,False,July 2015 (via OMSAS),September 2015,OMSAS,Public Institution,,The University of Western Ontario - Schulich School of Medicine & Dentistry,APPROVED_LOCKED,,,,,
3828,Providence,RI,Rhode Island,False,"Bacc/MD, MD/MPH",False,3.41,3.94,192,SCHOOL,125.0,29.0,36.0,2016,False,"June 1, 2015","November 3, 2015",AMCAS,Private Institution,,The Warren Alpert Medical School of Brown University,APPROVED_LOCKED,478.0,52196.0,52196.0,,
168,Providence,RI,Rhode Island,False,,False,,,127077,JPROG,62.0,,,2016,False,"November 1, 2015","January 1, 2016",,,,The Warren Alpert Medical School of Brown University Program in Liberal Medical Education,APPROVED_LOCKED,235.0,60848.0,60848.0,52196.0,52196.0
3812,Boston,MA,Massachusetts,False,"MD/MPH, MD/MBA, MD/PhD, Postbaccalaureate, Summer Program",False,3.44,3.94,175,SCHOOL,200.0,30.0,38.0,2016,False,"June 1, 2015","November 1, 2015",AMCAS,Private Institution,,Tufts University School of Medicine,APPROVED_LOCKED,809.0,57920.0,57920.0,,
3813,New Orleans,LA,Louisiana,False,"Bacc/MD, MD/MPH, MD/MBA, MD/JD, MD/PhD, Postbaccalaureate",False,3.27,3.9,176,SCHOOL,198.0,30.0,36.0,2016,False,"June 1, 2015","December 15, 2015",AMCAS,Private Institution,,Tulane University School of Medicine,APPROVED_LOCKED,789.0,57259.0,57259.0,,
3857,Tampa,FL,Florida,False,"Bacc/MD, MD/MPH, MD/MBA, MD/JD, MD/PhD, Postbaccalaureate, Summer Program",False,3.36,3.97,806,SCHOOL,170.0,28.0,35.0,2016,False,"June 3, 2015","November 15, 2015",AMCAS,Public Institution,,USF Health Morsani College of Medicine,APPROVED_LOCKED,649.0,54915.0,33726.0,,
3871,Bethesda,MD,Maryland,False,MD/PhD,False,3.32,3.91,821,SCHOOL,173.0,29.0,36.0,2016,False,"June 1, 2015","November 17, 2015",AMCAS,Public Institution,,Uniformed Services University of the Health Sciences F. Edward Hebert School of Medicine,APPROVED_LOCKED,679.0,0.0,0.0,,
185,Schenectady,NY,New York,False,,False,,,127124,JPROG,15.0,,,2016,False,"September 1, 2015","December 1, 2015",,,,Union College and Albany Medical College Leadership in Medicine/Health Management Program,APPROVED_LOCKED,49.0,56289.0,56289.0,56103.0,56103.0
3878,Bayamon,PR,Puerto Rico,False,Postbaccalaureate,False,3.15,3.94,830,SCHOOL,65.0,21.0,28.0,2016,False,"July 1, 2015","December 15, 2014",AMCAS,Private Institution,,Universidad Central del Caribe School of Medicine,APPROVED_LOCKED,291.0,46935.0,38930.0,,
3840,Montreal,QC,Quebec,False,,False,,,256,SCHOOL,297.0,,,2016,False,"November 1, 2015","January 15, 2016 (March 1, 2016 for Quebec CEGEP students)",,Public Institution,,Universite de Montreal Faculty of Medicine,APPROVED_LOCKED,,,,,
3847,Sherbrooke,QC,Quebec,False,"MD/PhD, Postbaccalaureate",False,,,264,SCHOOL,,,,2016,False,"November 1, 2014","March 1, 2015 for Quebec college students, January, 15 2015 for all others",,Public Institution,,Universite de Sherbrooke Faculty of Medicine,APPROVED_LOCKED,,,,,
3745,Buffalo,NY,New York,False,"MD/MPH, MD/MBA, MD/PhD, Postbaccalaureate",False,3.49,3.95,107,SCHOOL,144.0,27.0,36.0,2016,False,"June 1, 2015","November 15, 2015",AMCAS,Public Institution,,University at Buffalo State University of New York School of Medicine & Biomedical Sciences,APPROVED_LOCKED,580.0,62437.0,37277.0,,
3739,Birmingham,AL,Alabama,False,"Bacc/MD, MD/MPH, MD/PhD, Summer Program",False,3.47,4.0,101,SCHOOL,186.0,26.0,35.0,2016,False,"June 2, 2015","November 1, 2015",AMCAS,Public Institution,,University of Alabama School of Medicine,APPROVED_LOCKED,727.0,60631.0,27531.0,,
205,Birmingham,AL,Alabama,False,,False,,,127126,JPROG,10.0,,,2016,False,"September 1, 2015","December 15, 2015",,,,University of Alabama School of Medicine,APPROVED_LOCKED,36.0,17062.0,7510.0,60631.0,27531.0
3838,Edmonton,AB,Alberta,False,"MD/MBA, MD/PhD",False,,,254,SCHOOL,162.0,,,2016,False,July 2015,"October 1, 2015",,Public Institution,,University of Alberta Faculty of Medicine and Dentistry,APPROVED_LOCKED,,,,,
3829,Tucson,AZ,Arizona,False,"MD/MPH, MD/MBA, MD/PhD, Postbaccalaureate",False,3.39,3.98,193,SCHOOL,115.0,27.0,36.0,2016,False,"June 1, 2015","Tucson Campus: October 1, 2015",AMCAS,Public Institution,,University of Arizona College of Medicine,APPROVED_LOCKED,602.0,49472.0,30279.0,,
3893,Phoenix,AZ,Arizona,False,"MD/MPH, MD/MBA, Postbaccalaureate",False,3.37,3.99,851,SCHOOL,80.0,27.0,36.0,2016,False,June 2015,"October 15, 2015",AMCAS,Public Institution,,University of Arizona College of Medicine-Phoenix,APPROVED_LOCKED,159.0,49472.0,29914.0,,
3741,Little Rock,AR,Arkansas,False,"MD/MPH, MD/PhD",False,3.32,3.99,103,SCHOOL,168.0,26.0,35.0,2016,False,"June 4, 2015","November 1, 2015",AMCAS,Public Institution,,University of Arkansas for Medical Sciences College of Medicine,APPROVED_LOCKED,680.0,50758.0,26624.0,,
3844,Vancouver,BC,British Columbia,False,"MD/PhD, Postbaccalaureate",False,,,260,SCHOOL,0.0,,,2016,False,June 2015,"September 15, 2015",,Public Institution,,University of British Columbia Faculty of Medicine,APPROVED_LOCKED,,,,,
3849,Calgary,AB,Alberta,False,"MD/MPH, MD/MBA, MD/JD, MD/PhD",False,,,267,SCHOOL,0.0,,,2016,False,"July 1, 2015","October 1, 2015",,Public Institution,,University of Calgary Cumming School of Medicine,APPROVED_LOCKED,,,,,
3853,Sacramento,CA,California,False,"MD/MPH, MD/MBA, MD/PhD, Postbaccalaureate",False,3.29,3.95,802,SCHOOL,110.0,27.0,37.0,2016,False,"June 1, 2015","October 1, 2015",AMCAS,Public Institution,,"University of California, Davis, School of Medicine",APPROVED_LOCKED,437.0,49755.0,37510.0,,
3767,Irvine,CA,California,False,"MD/MPH, MD/MBA, MD/PhD, Postbaccalaureate",False,3.48,3.97,130,SCHOOL,104.0,30.0,38.0,2016,False,"June 1, 2015","November 1, 2015",AMCAS,Public Institution,,"University of California, Irvine, School of Medicine",APPROVED_LOCKED,419.0,45212.0,32967.0,,
3747,Los Angeles,CA,California,False,"MD/MPH, MD/MBA, MD/PhD, Postbaccalaureate, Summer Program",False,3.36,3.97,109,SCHOOL,175.0,27.0,39.0,2016,False,"June 4, 2015","October 15, 2015",AMCAS,Public Institution,,"University of California, Los Angeles David Geffen School of Medicine",APPROVED_LOCKED,611.0,44791.0,32546.0,,
3891,Riverside,CA,California,False,"Postbaccalaureate, Summer Program",False,3.43,3.89,849,SCHOOL,50.0,28.0,35.0,2016,False,"June 3, 2015","November 2, 2015 ",AMCAS,Public Institution,,"University of California, Riverside, School of Medicine",APPROVED_LOCKED,99.0,45396.0,33151.0,,
3830,La Jolla,CA,California,False,"Bacc/MD, MD/MPH, MD/PhD, Postbaccalaureate, Summer Program",False,3.51,3.97,194,SCHOOL,124.0,29.0,39.0,2016,False,"June 1, 2015 (when AMCAS opens)","November 1, 2015",AMCAS,Public Institution,,"University of California, San Diego School of Medicine",APPROVED_LOCKED,505.0,45129.0,32884.0,,
163,La Jolla,CA,California,False,,False,,,127127,JPROG,11.0,,,2016,False,"February 15, 2016","March 14, 2016",,,,"University of California, San Diego School of Medicine Medical Scholars Program",APPROVED_LOCKED,36.0,37251.0,14373.0,45129.0,32884.0
3746,San Francisco,CA,California,False,"MD/MPH, MD/PhD, Postbaccalaureate",False,3.58,3.98,108,SCHOOL,165.0,30.0,39.0,2016,False,"June 2, 2015","October 15, 2015",AMCAS,Public Institution,,"University of California, San Francisco, School of Medicine",APPROVED_LOCKED,668.0,44610.0,32365.0,,
3882,Orlando,FL,Florida,False,"Bacc/MD, MD/PhD",False,3.44,3.97,836,SCHOOL,120.0,29.0,36.0,2016,False,"June 4, 2015","November 15, 2015",AMCAS,Public Institution,,University of Central Florida College of Medicine,APPROVED_LOCKED,420.0,56554.0,29680.0,,
3749,Chicago,IL,Illinois,False,"MD/MBA, MD/JD, MD/PhD, Summer Program",False,3.63,3.99,111,SCHOOL,90.0,33.0,41.0,2016,False,"June 1, 2015","October 15, 2015",AMCAS,Private Institution,,University of Chicago Division of the Biological Sciences The Pritzker School of Medicine,APPROVED_LOCKED,350.0,48774.0,48774.0,,
3750,Cincinnati,OH,Ohio,False,"Bacc/MD, MD/MPH, MD/MBA, MD/PhD, Postbaccalaureate, Summer Program",False,3.48,3.98,112,SCHOOL,171.0,30.0,38.0,2016,False,"June 3, 2015","November 17, 2015",AMCAS,Public Institution,,University of Cincinnati College of Medicine,APPROVED_LOCKED,676.0,48175.0,29911.0,,
176,Cincinnati,OH,Ohio,False,,False,,,127151,JPROG,10.0,,,2016,False,"September 1, 2015","November 9, 2015",,,,University of Cincinnati College of Medicine Dual Admissions Program,APPROVED_LOCKED,40.0,26334.0,11000.0,48175.0,29911.0
3751,Aurora,CO,Colorado,False,"Bacc/MD, MD/MPH, MD/MBA, MD/PhD, Postbaccalaureate",False,3.47,3.96,113,SCHOOL,181.0,29.0,37.0,2016,False,June 2015,November 2015,AMCAS,Public Institution,,University of Colorado School of Medicine,APPROVED_LOCKED,672.0,62231.0,36276.0,,
3826,Farmington,CT,Connecticut,False,"Bacc/MD, MD/MPH, MD/MBA, MD/PhD, Postbaccalaureate, Summer Program",False,3.51,3.96,190,SCHOOL,98.0,28.0,37.0,2016,False,"June 1, 2015","November 15, 2015",AMCAS,Public Institution,,University of Connecticut School of Medicine,APPROVED_LOCKED,387.0,63259.0,34405.0,,
190,Storrs,CT,Connecticut,False,,False,,,127130,JPROG,13.0,,,2016,False,"September 1, 2015","December 31, 2015",,,,University of Connecticut and University of Connecticut School of Medicine Combined Degree Program,APPROVED_LOCKED,72.0,23232.0,7632.0,63259.0,34405.0
282,Newark,DE,Delaware,False,,False,,,204234,JPROG,15.0,,,2016,False,Spring Semester of the Sophomore year,April 15th of Sophomore year,,Public Institution,,University of Delaware Medical Scholars Program,APPROVED_LOCKED,60.0,42250.0,23900.0,52994.0,52994.0
3755,Gainesville,FL,Florida,False,"Bacc/MD, MD/MPH, MD/MBA, MD/JD, MD/PhD, Summer Program",False,3.55,3.99,117,SCHOOL,135.0,29.0,37.0,2016,False,"June 4, 2015","December 1, 2015",AMCAS,Public Institution,,University of Florida College of Medicine,APPROVED_LOCKED,543.0,49325.0,37069.0,,
201,Gainesville,FL,Florida,False,,False,,,127132,JPROG,16.0,,,2016,False,"January 12, 2016","February 27, 2016",,,,University of Florida College of Medicine Junior Honors Medical Program,APPROVED_LOCKED,66.0,28588.0,6310.0,49325.0,37069.0
3833,Honolulu,HI,Hawaii,False,Postbaccalaureate,False,3.38,3.97,197,SCHOOL,66.0,27.0,36.0,2016,False,"June 1, 2015","November 1, 2015",AMCAS,Public Institution,,"University of Hawaii, John A. Burns School of Medicine",APPROVED_LOCKED,265.0,67910.0,33926.0,,
3765,Chicago,IL,Illinois,False,"Bacc/MD, MD/MPH, MD/MBA, MD/JD, MD/PhD, Postbaccalaureate, Summer Program",False,3.26,3.96,128,SCHOOL,297.0,26.0,37.0,2016,False,"June 1, 2015","November 1, 2015",AMCAS,Public Institution,,University of Illinois College of Medicine,APPROVED_LOCKED,1326.0,75546.0,38546.0,,
180,Chicago,IL,Illinois,False,,False,,,127133,JPROG,30.0,,,2016,False,"September 15, 2015","December 1, 2015",,,,University of Illinois at Chicago College of Medicine Guaranteed Professional Program Admissions Program,APPROVED_LOCKED,90.0,0.0,14618.0,75546.0,38546.0
3768,Iowa City,IA,Iowa,False,"MD/MPH, MD/MBA, MD/JD, MD/PhD",False,3.49,3.99,131,SCHOOL,152.0,29.0,37.0,2016,False,"June 1, 2015","November 1, 2015",AMCAS,Public Institution,,University of Iowa Roy J. and Lucille A. Carver College of Medicine,APPROVED_LOCKED,607.0,51502.0,34724.0,,
3771,Kansas City,KS,Kansas,False,"MD/MPH, MD/PhD, Postbaccalaureate, Summer Program",False,3.41,3.99,134,SCHOOL,211.0,24.0,34.0,2016,False,"June 6, 2015","October 15, 2015",AMCAS,Public Institution,,University of Kansas School of Medicine,APPROVED_LOCKED,841.0,58338.0,33280.0,,
3772,Lexington,KY,Kentucky,False,"Bacc/MD, MD/MPH, MD/MBA, MD/PhD",False,3.33,3.99,135,SCHOOL,136.0,29.0,36.0,2016,False,"June 4, 2015","November 1, 2015",AMCAS,Public Institution,,University of Kentucky College of Medicine,APPROVED_LOCKED,507.0,63948.0,34888.0,,
3775,Louisville,KY,Kentucky,False,"MD/MBA, MD/PhD, Postbaccalaureate, Summer Program",False,3.34,3.99,138,SCHOOL,157.0,27.0,34.0,2016,False,"June 1, 2015","October 15, 2015",AMCAS,Public Institution,,University of Louisville School of Medicine,APPROVED_LOCKED,628.0,54613.0,36203.0,,
3839,Winnipeg,MB,Manitoba,False,"Bacc/MD, MD/PhD, Summer Program",False,,,255,SCHOOL,0.0,,,2016,False,"August 24, 2015","October 1, 2015",,Public Institution,,University of Manitoba Faculty of Medicine,APPROVED_LOCKED,,,,,
3779,Baltimore,MD,Maryland,False,"MD/MPH, MD/MBA, MD/PhD, Summer Program",False,3.62,3.97,142,SCHOOL,157.0,29.0,37.0,2016,False,"June 1, 2015","November 1, 2015",AMCAS,Public Institution,,University of Maryland School of Medicine,APPROVED_LOCKED,646.0,61740.0,34620.0,,
3831,Worcester,MA,Massachusetts,False,"MD/PhD, Summer Program",False,3.5,3.95,195,SCHOOL,125.0,29.0,36.0,2016,False,"June 1, 2015","November 1, 2015",AMCAS,Public Institution,,University of Massachusetts Medical School,APPROVED_LOCKED,508.0,,23350.0,,
206,Newark,NJ,New Jersey,False,,False,,,127149,JPROG,21.0,,,2016,False,Varies,"January 1, 2015",,,,University of Medicine and Dentistry of New Jersey-New Jersey Medical School Joint Degree Program,APPROVED_LOCKED,156.0,39461.0,25218.0,59024.0,39160.0
175,Coral Gables,FL,Florida,False,,False,,,127134,JPROG,14.0,,,2016,False,"October 1, 2015","December 1, 2015",,,,University of Miami Honors Program in Medicine,APPROVED_LOCKED,51.0,34834.0,34834.0,42610.0,35892.0
3777,Miami,FL,Florida,False,"Bacc/MD, MD/MPH, MD/MBA, MD/JD, MD/PhD, Summer Program",False,3.45,3.97,140,SCHOOL,199.0,30.0,37.0,2016,False,"June 1, 2015","December 1, 2015",AMCAS,Private Institution,,University of Miami Leonard M. Miller School of Medicine,APPROVED_LOCKED,789.0,42610.0,35892.0,,
3782,Ann Arbor,MI,Michigan,False,"MD/MPH, MD/MBA, MD/JD, MD/PhD",False,3.63,3.99,145,SCHOOL,176.0,32.0,40.0,2016,False,"June 4, 2015","September 30, 2015",AMCAS,Public Institution,,University of Michigan Medical School,APPROVED_LOCKED,696.0,49190.0,31482.0,,
3783,Minneapolis,MN,Minnesota,False,"Bacc/MD, MD/MPH, MD/MBA, MD/JD, MD/PhD, Summer Program",False,3.37,3.98,146,SCHOOL,229.0,27.0,37.0,2016,False,"June 1, 2015","November 15, 2015",AMCAS,Public Institution,,University of Minnesota Medical School,APPROVED_LOCKED,848.0,47714.0,36810.0,,
3784,Jackson,MS,Mississippi,False,"MD/PhD, Postbaccalaureate, Summer Program",False,3.23,4.0,147,SCHOOL,145.0,24.0,33.0,2016,False,"June 2, 2015","October 15, 2015",AMCAS,Public Institution,,University of Mississippi School of Medicine,APPROVED_LOCKED,552.0,,24404.0,,
3785,Columbia,MO,Missouri,False,"MD/PhD, Summer Program",False,3.48,3.99,148,SCHOOL,104.0,27.0,36.0,2016,False,"June 1, 2015","October 15, 2015",AMCAS,Public Institution,,University of Missouri-Columbia School of Medicine,APPROVED_LOCKED,391.0,56872.0,29778.0,,
3859,Kansas City,MO,Missouri,False,"Bacc/MD, Summer Program",False,3.38,3.94,808,SCHOOL,121.0,22.0,33.0,2016,False,"May 1, 2015","August 1, 2015",AMCAS,Public Institution,,University of Missouri-Kansas City School of Medicine,APPROVED_LOCKED,455.0,60443.0,31147.0,,
194,Kansas City,MO,Missouri,False,,False,,,127136,JPROG,114.0,,,2016,False,"August 1, 2015","November 1, 2015",,,,University of Missouri-Kansas City School of Medicine Combined Degree Program,APPROVED_LOCKED,700.0,0.0,0.0,60443.0,31147.0
3786,Omaha,NE,Nebraska,False,"MD/MPH, MD/MBA, MD/PhD, Summer Program",False,3.51,3.99,149,SCHOOL,126.0,27.0,36.0,2016,False,"June 1, 2015","November 1, 2015",AMCAS,Public Institution,,University of Nebraska College of Medicine,APPROVED_LOCKED,515.0,71269.0,29489.0,,
164,Las Vegas,NV,Nevada,False,,False,,,172701,JPROG,12.0,,,2016,False,"December 15, 2014","February 25, 2015",,,,University of Nevada BS-MD Accelerated Degree Program,APPROVED_LOCKED,30.0,0.0,7181.0,57731.0,26411.0
3858,Reno,NV,Nevada,False,"Bacc/MD, MD/MPH, MD/MBA, MD/PhD, Postbaccalaureate",False,3.46,3.99,807,SCHOOL,70.0,28.0,35.0,2016,False,Beginning June 2014,"October 15, 2014",AMCAS,Public Institution,,University of Nevada School of Medicine,APPROVED_LOCKED,274.0,57731.0,26411.0,,
3787,Albuquerque,NM,New Mexico,False,"Bacc/MD, MD/MPH, MD/PhD, Postbaccalaureate",False,3.18,3.95,150,SCHOOL,101.0,23.0,33.0,2016,False,"June 1, 2015","November 1, 2015",AMCAS,Public Institution,,University of New Mexico School of Medicine,APPROVED_LOCKED,439.0,49572.0,19395.0,,
199,Albuquerque,NM,New Mexico,False,,False,,,170481,JPROG,28.0,,,2016,False,"August 1, 2015",Second Friday in November,,,,University of New Mexico School of Medicine Combined BA/MD Degree Program,APPROVED_LOCKED,254.0,21205.0,6608.0,49572.0,19395.0
3790,Chapel Hill,NC,North Carolina,False,"MD/MPH, MD/MBA, MD/PhD",False,3.39,3.96,153,SCHOOL,180.0,28.0,37.0,2016,False,"June 1, 2015","November 1, 2015",AMCAS,Public Institution,,University of North Carolina at Chapel Hill School of Medicine,APPROVED_LOCKED,751.0,47734.0,20855.0,,
3791,Grand Forks,ND,North Dakota,False,"MD/PhD, Summer Program",False,3.39,3.97,154,SCHOOL,78.0,24.0,35.0,2016,False,"June 15, 2015","October 15, 2015",AMCAS,Public Institution,,University of North Dakota School of Medicine and Health Sciences,APPROVED_LOCKED,277.0,51812.0,28614.0,,
3794,Oklahoma City,OK,Oklahoma,False,"MD/MPH, MD/PhD",False,3.52,4.0,157,SCHOOL,165.0,27.0,35.0,2016,False,"June 1, 2015","October 15, 2015",AMCAS,Public Institution,,University of Oklahoma College of Medicine,APPROVED_LOCKED,661.0,51926.0,23844.0,,
3845,Ottawa,ON,Ontario,False,MD/PhD,False,,,261,SCHOOL,0.0,,,2016,False,July 2015,"September 15, 2015",OMSAS,Public Institution,,University of Ottawa Faculty of Medicine,APPROVED_LOCKED,648.0,,,,
3799,Pittsburgh,PA,Pennsylvania,False,"MD/MPH, MD/PhD, Summer Program",False,3.6,3.99,162,SCHOOL,147.0,30.0,39.0,2016,False,"June 1, 2015","October 15, 2015",AMCAS,Private Institution,,University of Pittsburgh School of Medicine,APPROVED_LOCKED,602.0,50856.0,49634.0,,
3798,San Juan,PR,Puerto Rico,False,"MD/JD, MD/PhD",False,3.54,3.97,161,SCHOOL,106.0,23.0,29.0,2016,False,"June 1, 2015","December 1, 2015",AMCAS,Public Institution,,University of Puerto Rico School of Medicine,APPROVED_LOCKED,449.0,22113.0,12101.0,,
3800,Rochester,NY,New York,False,"Bacc/MD, MD/MBA, MD/PhD, Postbaccalaureate, Summer Program",False,3.48,3.96,163,SCHOOL,100.0,29.0,37.0,2016,False,"June 1, 2015","October 15, 2015",AMCAS,Private Institution,,University of Rochester School of Medicine and Dentistry,APPROVED_LOCKED,411.0,50900.0,50900.0,,
170,Rochester,NY,New York,False,,False,,,127137,JPROG,8.0,,,2016,False,"August 1, 2015","December 1, 2015",,,,University of Rochester School of Medicine and Dentistry Rochester Early Medical Scholars Program,APPROVED_LOCKED,71.0,46950.0,46950.0,50900.0,50900.0
3841,Saskatoon,SK,Saskatchewan,False,"MD/MBA, MD/PhD",False,,,257,SCHOOL,100.0,,,2016,False,"August 1, 2015","October 1, 2015",,Public Institution,,University of Saskatchewan College of Medicine,APPROVED_LOCKED,400.0,15840.0,15840.0,,
3866,Mobile,AL,Alabama,False,"Bacc/MD, MD/PhD, Postbaccalaureate, Summer Program",False,3.52,4.0,816,SCHOOL,76.0,27.0,35.0,2016,False,"June 1, 2015","November 15, 2015",AMCAS,Public Institution,,University of South Alabama College of Medicine,APPROVED_LOCKED,300.0,56140.0,28458.0,,
179,Mobile,AL,Alabama,False,,False,,,127138,JPROG,17.0,,,2016,False,"June 1, 2015","December 15, 2015",,,,University of South Alabama College of Medicine Early Acceptance Program,APPROVED_LOCKED,60.0,13000.0,6500.0,56140.0,28458.0
3870,Columbia,SC,South Carolina,False,"Bacc/MD, MD/MPH, MD/PhD, Postbaccalaureate",False,3.27,3.98,820,SCHOOL,96.0,26.0,34.0,2016,False,"June 4, 2015","December 1, 2015",AMCAS,Public Institution,,University of South Carolina School of Medicine,APPROVED_LOCKED,372.0,84680.0,38360.0,,
3892,Greenville,SC,South Carolina,False,,False,3.28,3.98,850,SCHOOL,82.0,25.0,34.0,2016,False,"June 1, 2015","December 1, 2015",AMCAS,Public Institution,,University of South Carolina School of Medicine - Greenville,APPROVED_LOCKED,187.0,84680.0,38360.0,,
3810,Memphis,TN,Tennessee,False,"MD/PhD, Summer Program",False,3.33,3.99,173,SCHOOL,165.0,26.0,35.0,2016,False,"June 1, 2015","November 15, 2015",AMCAS,Public Institution,,University of Tennessee Health Science Center College of Medicine,APPROVED_LOCKED,678.0,66385.0,33955.0,,
3811,Galveston,TX,Texas,False,"MD/MPH, MD/PhD, Summer Program",False,3.7,4.0,174,SCHOOL,230.0,27.0,36.0,2016,False,"May 1, 2015","October 1, 2015",TMDSAS,Public Institution,,University of Texas Medical Branch School of Medicine,APPROVED_LOCKED,906.0,30151.0,17051.0,,
3860,Houston,TX,Texas,False,"MD/MPH, MD/MBA, MD/PhD, Summer Program",False,3.56,4.0,809,SCHOOL,240.0,28.0,36.0,2016,False,"May 1, 2015","October 1, 2015",TMDSAS,Public Institution,,University of Texas Medical School at Houston,APPROVED_LOCKED,961.0,28444.0,16344.0,,
204,San Antonio,TX,Texas,False,,False,,,127140,JPROG,5.0,,,2016,False,"December 1, 2015","February 1, 2016",,,,University of Texas Medical School at San Antonio Combined Degree Program,APPROVED_LOCKED,22.0,26361.0,11898.0,33037.0,18630.0
3805,Dallas,TX,Texas,False,"Bacc/MD, MD/MPH, MD/MBA, MD/PhD",False,3.63,4.0,168,SCHOOL,232.0,31.0,38.0,2016,False,"May 1, 2015","October 1, 2015",TMDSAS,Public Institution,,University of Texas Southwestern Medical Center at Dallas Southwestern Medical School,APPROVED_LOCKED,940.0,31668.0,18568.0,,
3842,Toronto,ON,Ontario,False,MD/PhD,False,,,258,SCHOOL,,,,2016,False,"July 9, 2015","September 15, 2015",OMSAS,Public Institution,,University of Toronto Faculty of Medicine,APPROVED_LOCKED,,,,,
3814,Salt Lake City,UT,Utah,False,MD/PhD,False,3.48,3.96,177,SCHOOL,102.0,25.0,35.0,2016,False,"June 1, 2015","November 1, 2015",AMCAS,Public Institution,,University of Utah School of Medicine,APPROVED_LOCKED,369.0,65011.0,34789.0,,
